"label","type","author","title","journal","year","volume","number","pages","month","abstract","doi","issn","eissn","unique.id","article.number","orcid.numbers","researcherid.numbers","note","order_initial","order_alphabetical","order_random","color","selected","notes"
"X.ISI.000325854800001","article","Kralj-Fiser, Simona and Schneider, Jutta M. and Kuntner, Matjaz","Challenging the Aggressive Spillover Hypothesis: Is Pre-Copulatory Sexual Cannibalism a Part of a Behavioural Syndrome?","ETHOLOGY","2013","119","8","615-623","AUG","Pre-copulatory cannibalism - females devouring males during courtship - may bring no benefit to either sex. The aggressive spillover hypothesis' (ASH) posits that pre-copulatory cannibalism represents a spillover of female aggressiveness from the juvenile foraging context, when aggressiveness is advantageous, to the adult mating context, when aggressiveness may be non-adaptive or maladaptive. The ASH suggests that individuals exhibit limited plasticity in aggressive behaviours because they are genetically canalised for indiscriminate aggressiveness towards prey and conspecifics, including males. Hence, a tendency to employ pre-copulatory cannibalism is a part of the female aggression syndrome, an assertion generally accepted in the personality field. We here re-evaluate the previous findings in the light of personality criteria, which we propose for ASH validation: between-individual differences, repeatability and heritability in tendency for pre-copulatory attacks (and pre-copulatory cannibalism) and voracity towards prey, and their correlation. To re-evaluate ASH and to allow for additional or alternative explanations, we ask whether pre-copulatory cannibalism depends on female hunger, mating status, size and/or male quality. Finally, we ask whether cannibalistic females have a reduced reproductive success as predicted by the ASH. While repeatability and heritability in voracity towards prey and its correlation with the tendency to engage in pre-copulatory cannibalism were found in certain systems, we lack any evidence for repeatability and heritability in pre-copulatory cannibalistic attempts and for its maladaptiveness. Rather than only resorting to the ASH, foraging and mate choice hypotheses may also explain pre-copulatory cannibalism. We suggest clarifying the use of the terms sexual cannibalism (effect) and female aggressiveness or tendency to attack and devour males (cause), and argue that male strategies to avoid cannibalism should be considered. We propose testing the ASH as the explanation for pre-copulatory cannibalism in those cases where female tendency to devour males correlates with actual pre-copulatory cannibalism and when all the above criteria are fulfilled. Finally, we propose future directions for studying the ASH.","10.1111/eth.12111","0179-1613","1439-0310","ISI:000325854800001",NA,"Schneider, Jutta/0000-0001-8523-7354","Schneider, Jutta/G-3727-2010",NA,456,105,200,"#000000",NA,""
"X.ISI.000323175500021","article","Pruitt, Jonathan N. and Grinsted, Lena and Settepani, Virginia","Linking levels of personality: personalities of the `average' and `most extreme' group members predict colony-level personality","ANIMAL BEHAVIOUR","2013","86","2","391-399","AUG","Understanding how colony-level behaviour is determined is of evolutionary significance because colony-level traits can influence individual fitness and group success. Here we explore how the composition of individual behavioural types within colonies influences colony-level behaviour in the social spider Stegodyphus sarasinorum. First, we tested whether S. sarasinorum show stable individual differences in behaviour (i.e. individual personalities) and whether aspects of individuals' behaviour are correlated across contexts, in the form of a behavioural syndrome. As documented in many other animals, S. sarasinorum showed stable individual differences in behaviour that were repeatable across time, and correlated across contexts (i.e. aggressiveness, boldness). Second, we tested for and confirmed the presence of consistent intercolony variation (i.e. colony-level personalities) in collective foraging behaviour. Third, we generated artificially reconstituted colonies of known group size and personality composition to test for associations between colonies' personality composition and their collective foraging behaviour. In experimental colonies, we found that the average phenotypes of colony constituents were associated with colony-level behaviour, where colonies composed of smaller and bolder spiders were more responsive during foraging. However, the single best predictor of colony-level behaviour was the behavioural type of the single most extreme individual, where the boldness score of boldest individuals explained 66-69\% of the variation in colony-level behaviour. Together, our results suggest that variation in the personality composition of social groups may be an important driver of variation in colony-level personality. (C) 2013 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","10.1016/j.anbehav.2013.05.030","0003-3472","1095-8282","ISI:000323175500021",NA,"Grinsted, Lena/0000-0003-3904-3721",NA,NA,457,348,548,"#000000",NA,""
"X.ISI.000322547900005","article","Irving, E. and Brown, C.","Examining the link between personality and laterality in a feral guppy Poecilia reticulata population","JOURNAL OF FISH BIOLOGY","2013","83","2","311-325","AUG","This study examined whether variation in the strength and direction of lateralization in a detour task was linked with variation in three common personality measurements: boldness, activity and sociability, in a population of wild guppies Poecilia reticulata. Additionally, the aim was to determine whether any consistent correlations between these behavioural traits, known as behavioural syndromes, were present in the study population. The results revealed that all three personality traits were highly repeatable over time in both sexes. Evidence of a complex syndrome in the form of a correlation between boldness, sociability and activity was found; however, this relationship was only present in males. Males that were more active in a familiar environment emerged more quickly from shelter into a novel environment and were more social. In general, male P. reticulata were bold, active and antisocial compared to females, with these differences probably a reflection of opposing life-history strategies. Only a weak link between the strength of cerebral lateralisation and personality was discovered and this was mediated by sex. (C) 2013 The Authors Journal of Fish Biology (C) 2013 The Fisheries Society of the British Isles","10.1111/jfb.12165","0022-1112",NA,"ISI:000322547900005",NA,"Brown, Culum/0000-0002-0210-1820","Brown, Culum/S-9826-2017",NA,458,225,568,"#000000",NA,""
"X.ISI.000329213700014","article","Wong, M. Y. L. and Medina, A. and Uppaluri, C. and Arnold, S. and Seymour, J. R. and Buston, P. M.","Consistent behavioural traits and behavioural syndromes in pairs of the false clown anemonefish Amphiprion ocellaris","JOURNAL OF FISH BIOLOGY","2013","83","1","207-213","JUL","Using the social clown anemonefish Amphiprion ocellaris, whether individuals exhibited consistency in activity levels, boldness and sociability in a paired context, and whether these three behavioural traits were positively correlated within a single behavioural syndrome, was investigated. The results highlight that consistent individual differences in behaviour are expressed in a social fish and suggest that consistent behavioural traits and behavioural syndromes could influence the structure and functioning of their societies. (C) 2013 The Authors Journal of Fish Biology (C) 2013 The Fisheries Society of the British Isles","10.1111/jfb.12133","0022-1112","1095-8649","ISI:000329213700014",NA,NA,NA,NA,459,134,489,"#000000",NA,""
"X.ISI.000321758700001","article","Biro, Peter A.","On the use of rapid assays in personality research: a response to Edwards et al.","ANIMAL BEHAVIOUR","2013","86","1","E1-E3","JUL",NA,"10.1016/j.anbehav.2013.04.020","0003-3472",NA,"ISI:000321758700001",NA,NA,"Biro, Peter/D-4327-2009",NA,460,378,375,"#000000",NA,""
"X.ISI.000320733500006","article","Merritt, Lucy and Matthews, Philip G. D. and White, Craig R.","Performance correlates of resting metabolic rate in garden skinks Lampropholis delicata","JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMIC AND ENVIRONMENTAL PHYSIOLOGY","2013","183","5","663-673","JUL","Resting metabolic rates can vary greatly between individuals of the same species. These differences are generally repeatable and show moderate-to-high heritability, suggesting that they could be a target for natural selection. The present study therefore aimed to determine if inter-individual differences in resting metabolic rates (RMR) in garden skinks Lampropholis delicata were associated with inter-individual differences in a suite of physiological and behavioural variables: aerobic capacity, burst sprinting speed and thermal preference. Whole-animal measures of aerobic capacity and RMR were significantly positively correlated, but mass-independent measures were not. Burst sprinting speed and thermal preference were also not correlated with RMR.","10.1007/s00360-012-0736-x","0174-1578","1432-136X","ISI:000320733500006",NA,"White, Craig/0000-0002-0200-2187","White, Craig/F-9062-2010",NA,461,392,173,"#000000",NA,""
"X.ISI.000320877400008","article","Artacho, Paulina and Jouanneau, Isabelle and Le Galliard, Jean-Francois","Interindividual Variation in Thermal Sensitivity of Maximal Sprint Speed, Thermal Behavior, and Resting Metabolic Rate in a Lizard","PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY","2013","86","4","458-469","JUL-AUG","Studies of the relationship of performance and behavioral traits with environmental factors have tended to neglect interindividual variation even though quantification of this variation is fundamental to understanding how phenotypic traits can evolve. In ectotherms, functional integration of locomotor performance, thermal behavior, and energy metabolism is of special interest because of the potential for coadaptation among these traits. For this reason, we analyzed interindividual variation, covariation, and repeatability of the thermal sensitivity of maximal sprint speed, preferred body temperature, thermal precision, and resting metabolic rate measured in ca. 200 common lizards (Zootoca vivipara) that varied by sex, age, and body size. We found significant interindividual variation in selected body temperatures and in the thermal performance curve of maximal sprint speed for both the intercept (expected trait value at the average temperature) and the slope (measure of thermal sensitivity). Interindividual differences in maximal sprint speed across temperatures, preferred body temperature, and thermal precision were significantly repeatable. A positive relationship existed between preferred body temperature and thermal precision, implying that individuals selecting higher temperatures were more precise. The resting metabolic rate was highly variable but was not related to thermal sensitivity of maximal sprint speed or thermal behavior. Thus, locomotor performance, thermal behavior, and energy metabolism were not directly functionally linked in the common lizard.","10.1086/671376","1522-2152",NA,"ISI:000320877400008",NA,NA,NA,NA,462,329,616,"#000000",NA,""
"X.ISI.000320724200010","article","Krams, Indrikis and Kivleniece, Inese and Kuusik, Aare and Krama, Tatjana and Maend, Raivo and Rantala, Markus J. and Znotina, Santa and Freeberg, Todd M. and Maend, Marika","Predation promotes survival of beetles with lower resting metabolic rates","ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA","2013","148","1","94-103","JUL","The energetic definition of fitness predicts that natural selection will maximize the residual energy available for growth and reproduction suggesting that energy metabolism might be a target of selection. In this experimental study, we investigated whether female and male yellow mealworm beetles, Tenebrio molitor L. (Coleoptera: Tenebrionidae), differ in their hiding behaviour, individual response latency time, and duration of immobility to treatments mimicking an approaching predation threat. We experimentally tested whether consistently repeatable anti-predatory responses and resting metabolic rates (RMR) correlated with survival rates of individuals exposed to a nocturnal predator, the brown rat, Rattus norvegicus (Berkenhout) (Rodentia: Muridae). Resting metabolic rate was part of a syndrome involving anti-predator behaviour. Individuals with lower RMR concealed themselves against predators in substrate more successfully than individuals with higher RMR, and hiding was associated with longer periods of immobility. Ultimately, mortality was higher in the high-RMR beetles compared to the low-RMR beetles. Our results provide direct evidence of natural selection against mobility, i.e., for reduced RMR in T.molitor beetles.","10.1111/eea.12079","0013-8703",NA,"ISI:000320724200010",NA,"Freeberg, Todd/0000-0003-3807-4147",NA,NA,463,453,181,"#000000",NA,""
"X.ISI.000320024200012","article","Wilson, Alastair J. and Grimmer, Andrew and Rosenthal, Gil G.","Causes and consequences of contest outcome: aggressiveness, dominance and growth in the sheepshead swordtail, Xiphophorus birchmanni","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","2013","67","7","1151-1161","JUL","Although our understanding of how animal personality affects fitness is incomplete, one general hypothesis is that personality traits (e.g. boldness and aggressiveness) contribute to competitive ability. If so, then under resource limitation, personality differences will generate variation in life history traits crucial to fitness, like growth. Here, we test this idea using data from same-sex dyadic interaction trials of sheepshead swordtails (Xiphophorus birchmanni). In males, there was evidence of repeatable variation across a suite of agonistic contest behaviours, while repeatable opponent effects on focal behaviour were also detected. A single vector explains 80 \% of the among-individual variance in multivariate phenotype and can be viewed as aggressiveness. We also find that aggressiveness predicts dominance-the repeatable tendency to win food in competition-and dominant individuals show faster post-trial weight gain (independently of initial size). In females, a dominance hierarchy predictive of weight gain was also found, but there was no evidence of variation in aggressiveness. While size often predicts contest outcome, our results show that individuals may sometimes grow larger because they are behaviourally dominant rather than vice versa. When resources are limited, personality traits such as aggression can influence growth, life history, and fitness through impacts on resource acquisition.","10.1007/s00265-013-1540-7","0340-5443","1432-0762","ISI:000320024200012",NA,"Wilson, Alastair/0000-0002-5045-2051","Wilson, Alastair/F-3118-2010 ",NA,464,104,158,"#000000",NA,""
"X.ISI.000320134600003","article","Brust, Vera and Wuerz, Yvonne and Krueger, Oliver","Behavioural Flexibility and Personality in Zebra Finches","ETHOLOGY","2013","119","7","559-569","JUL","Consistent individual differences in behaviour of animals, that is, personalities, are both widespread and widely studied, but very few studies also include cognitive traits in this context. Animal personality has recently been integrated into the pace-of-life-syndrome hypothesis, relating individual behavioural traits to life history. Variation in cognitive traits could be explained well by this theoretical framework. A risk-reward trade-off might lead to different cognitive types: Active birds that learn fast, take risks and probably have a fast lifestyle and less active, slow learning birds that are risk averse but thereby perform better in reversal learning as they probably pay more attention to external cues. We investigated the performance of zebra finches (Taeniopygia guttata) in a cognitively challenging reversal learning task and linked this to two personality traits: activity and fearfulness. Male birds were better in reversal learning than females. While no personality-related differences occurred in the initial learning of our task, more active and fearful birds relearned the cue-reward association faster. While birds of different sex might have revealed different risk-taking strategies in the training, our findings do not reveal the expected direction of a risk-reward trade-off in the reversal learning. It seems likely that a more general and personality-related cognitive ability might improve performance across different tasks. The linkage between personality and cognition documented here could hence suggest that cognitive traits are indeed part of an overall pace-of-life syndrome.","10.1111/eth.12095","0179-1613",NA,"ISI:000320134600003",NA,NA,NA,NA,465,71,310,"#000000",NA,""
"X.ISI.000327903500026","article","Carlson, Bradley E. and Langkilde, Tracy","Personality Traits Are Expressed in Bullfrog Tadpoles during Open-Field Trials","JOURNAL OF HERPETOLOGY","2013","47","2","378-383","JUN","Variation in personality traits is observed commonly in many taxa but has been rarely studied in amphibians. We tested whether individual Bullfrog tadpoles exhibit personality, behaving consistently across multiple trials, and differently from conspecifics. From video footage of individual tadpoles in a familiar (home) environment and a novel environment (open field), we obtained measures of their level of activity, boldness, and exploration behavior over multiple trials. We found that activity level did not differ consistently between individuals. Boldness was moderately repeatable and exploration highly repeatable within individuals across trials, but only exploration varied significantly among individuals. These findings provide evidence of typical personality traits in tadpoles and support the value of Bullfrog tadpoles as model organisms in personality research.","10.1670/12-061","0022-1511","1937-2418","ISI:000327903500026",NA,"Langkilde, Tracy/0000-0001-7014-2432","Langkilde, Tracy/L-8696-2017",NA,466,396,318,"#000000",NA,""
"X.ISI.000320651200030","article","Ferrari, Caterina and Pasquaretta, Cristian and Carere, Claudio and Cavallone, Elena and von Hardenberg, Achaz and Reale, Denis","Testing for the presence of coping styles in a wild mammal","ANIMAL BEHAVIOUR","2013","85","6","1385-1396","JUN","Coping styles represent alternative response patterns in reaction to a stressor. The coping style model provides a set of predictions about correlations between behavioural and neurophysiological reactions to a stressful situation. According to this model, high levels of activity should be correlated with high levels of aggressiveness at the behavioural level, and to high sympathetic reactivity, low parasympathetic reactivity (higher heart rate levels) and low hypothalamus-pituitary-adrenocortical (HPA) axis reactivity (low production of glucocorticoids in response to a stressor). More recent versions of the model, however, are challenging this view and consider the possibility of independent axes of coping style and stress reactivity. The coping style model has mainly been tested on artificially selected or inbred lines in laboratory settings. Such a situation restricts its generalization to a larger number of species and there is a need for studies testing it in the wild under more natural situations. Here, we test the predictions of the coping style model in a wild alpine marmot, Marmota marmota, population. We show that several behavioural (i.e. exploration in an open field, impulsivity and docility) and neurophysiological traits (i.e. heart rate, breathing rate and cortisol production) assumed to represent individual differences in coping style were significantly repeatable over 2-3 years. Not all the correlations between traits predicted by the coping style model were found in marmots, which supports the more recent two-axes model. Furthermore, most correlations were observed at the between-individual level, and the within-individual correlations (i.e. phenotypic plasticity) were weaker. Overall, our results support the prediction of the coping style model, but highlight the fact that the association between traits found in artificial conditions may be weaker in a more natural setting. (C) 2013 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","10.1016/j.anbehav.2013.03.030","0003-3472",NA,"ISI:000320651200030",NA,"von Hardenberg, Achaz/0000-0002-9899-1687",NA,NA,467,579,293,"#000000",NA,""
"X.ISI.000320211100003","article","Hirata, Masahiko and Taketomi, Ikuko and Matsumoto, Yuka and Kubo, Shotaro","Trade-offs between feeding and social companionship in cattle: Intra-animal consistency over short and extended periods","APPLIED ANIMAL BEHAVIOUR SCIENCE","2013","146","1-4","19-25","JUN","The conflict between sociability and foraging motivation in animals is considered to be of potential value for use in the management of grassland systems to improve grazing pattern of livestock over grasslands. However, individual differences in behaviors relating to this conflict have not been fully explored. Three experiments with two test repeats 1-3 days apart were conducted using 8-16 Japanese Black cows at intervals of approximately 3 weeks between Experiments 1 and 2 and 1 year between Experiments 2 and 3. Individual cows were tested in a grassed arena (85 m x 30 m in Experiments 1 and 2, 130 m x 18 m in Experiment 3) with an adjoining group pen holding the peers. Plastic washtubs (16 in Experiments 1 and 2,25 in Experiment 3) containing 150 g grain-based concentrate were placed at 5 m increments on the centerline of the arena to entice test cows away from the group. Behavior of test cows were recorded for 30 min as: maximum (D-max) and mean (D-mean) distance from the group, number of total (N-total) and different (N-diff) tub visits, and proportion of time eating concentrate (P-eatconc) and grazing sward (P-graze). Cows showed consistency in D-max, D-mean, N-total and N-diff over the short periods of 1-3 days (repeatability within experiments = 0.41-0.80) and approximately 3 weeks (Pearson r between Experiments 1 and 2 = 0.81-0.91, P < 0.05). Cows were further consistent in D-max, N-total and N-diff over the extended period of 1 year (Pearson r between Experiments 2 and 3 and between Experiments 1 and 3 = 0.68-0.93, P < 0.05). By contrast, P-eatconc and P-graze showed poorer consistency within cows, giving low repeatability estimates (0.29-0.34) in Experiment 2 and low Pearson r between Experiments 2 and 3 (0.30-0.31,P > 0.05). It was concluded that D-max, N-total and N-diff provide a reliable measure of the propensity for individual cows to trade sociability for feeding when the test is repeated over both short and extended periods. A test arena longer than 130 m would be necessary for fully discriminating individual behavioral traits of cattle. (c) 2013 Elsevier B.V. All rights reserved.","10.1016/j.applanim.2013.03.004","0168-1591",NA,"ISI:000320211100003",NA,NA,NA,NA,468,633,68,"#000000",NA,""
"X.ISI.000318996400004","article","Laskowski, Kate L. and Bell, Alison M.","Competition avoidance drives individual differences in response to a changing food resource in sticklebacks","ECOLOGY LETTERS","2013","16","6","746-753","JUN","Within the same population, individuals often differ in how they respond to changes in their environment. A recent series of models predicts that competition in a heterogeneous environment might promote between-individual variation in behavioural plasticity. We tested groups of sticklebacks in patchy foraging environments that differed in the level of competition. We also tested the same individuals across two different social groups and while alone to determine the social environment's influence on behavioural plasticity. In support of model predictions, individuals consistently differed in behavioural plasticity when the presence of conspecifics influenced the potential payoffs of a foraging opportunity. Whether individuals maintained their level of behavioural plasticity when placed in a new social group depended on the environmental heterogeneity. By explicitly testing predictions of recent theoretical models, we provide evidence for the types of ecological conditions under which we would expect, and not expect, variation in behavioural plasticity to be favoured.","10.1111/ele.12105","1461-023X","1461-0248","ISI:000318996400004",NA,"Laskowski, Kate/0000-0003-1523-9340",NA,NA,469,119,413,"#000000",NA,""
"X.ISI.000318621100008","article","Kohn, Gregory M. and King, Andrew P. and Pott, Uwe and West, Meredith J.","Robust Fall Social Displays Predict Spring Reproductive Behavior in Brown-Headed Cowbirds (Molothrus ater ater)","ETHOLOGY","2013","119","6","511-521","JUN","The ability to engage others in close proximity may be an essential component of social life and shapes the development of social skills. Variation in the willingness to initiate and sustain close interaction with conspecifics is known as sociability. The Brown-headed Cowbird (Molothrus ater) uses an affiliative display called the head-down to bring individuals into close proximity. During fall 2009, we manipulated a large flock of cowbirds in a fissionfusion perturbation and recorded the frequency of head-downs and social approaches. During the fissionfusion perturbation, the rate of head-downs remained both correlated and repeatable across perturbations. In spring 2010, we separated individuals into three aviaries, a high, intermediate, and low aviary, based on the frequency of head-down displays they initiated during the previous fall 2009. When breeding, males in the high flock produced a higher number of songs within counter-singing matches, and females laid more eggs in comparison with the other aviaries. These findings suggest that head-down displays performed outside the breeding season may contribute to the development and maintenance of reproductive competence by providing intimate social interactions with others.","10.1111/eth.12090","0179-1613",NA,"ISI:000318621100008",NA,NA,NA,NA,470,516,326,"#000000",NA,""
"X.ISI.000319966400058","article","Barnett, Craig and Salter, Matt and Chevallier, Clement and Robertson, Nicola and Berard, Otis and Burns, Kevin C.","The Ability of North Island Robins to Discriminate between Humans Is Related to Their Behavioural Type","PLOS ONE","2013","8","6",NA,"MAY 20","Animals are able to learn to identify persistent threats to themselves and their offspring. For example, birds are able to quickly learn to discriminate between humans that have previously threatened their nests from humans with whom they have had no prior experience. However, no study has yet examined whether a bird's ability to discriminate between humans is related to the bird's underlying behavioural type. In this study, we examined whether there were differences among North Island (NI) robins (Petroica longipes), based on their underlying behavioural type, in their abilities to discriminate between familiar and novel human observers. Using a simple feeding experiment, we timed how long it took birds to attack a food item placed next to an observer on each of 7 days. On the eighth day, a different observer timed the birds. We found that birds could be split into two behaviour types based on their attack behaviour: fast attackers (latencies <20 sec) and slow attackers (latencies >20 secs). Interestingly, the fast birds did not increase their attack latency in response to the novel observer whereas the slow attackers did. This result, for the first time, demonstrates that a bird's ability to discriminate between humans can vary among birds based on their behavioural type.","10.1371/journal.pone.0064487","1932-6203",NA,"ISI:000319966400058","e64487","Chevallier, Clement/0000-0002-0956-5978 Burns, K.C./0000-0002-4938-2877 Barnett, Craig/0000-0001-5941-8370",NA,NA,471,581,514,"#000000",NA,""
"X.ISI.000322611200011","article","Huang, Cheng-Yi and Li, Chiang-Shan Ray and Fang, Su-Chen and Wu, Chi-Shin and Liao, Ding-Lieh","The reliability of the Chinese version of the Barratt Impulsiveness Scale version 11, in abstinent, opioid-dependent participants in Taiwan","JOURNAL OF THE CHINESE MEDICAL ASSOCIATION","2013","76","5","289-295","MAY","Background: The Barratt Impulsiveness Scale (BIS) is one of the most commonly used self-report measures of trait impulsivity. However, the reliability of this measure among individuals who abuse substances has not yet been well examined. The purpose of this study was to evaluate the reliability and validity of the Chinese version of this measure in abstinent, opioid-dependent participants. Methods: The opioid-dependent participants were all male inmates recruited from two official correction agencies located in northern Taiwan, from October 2006 to September 2007; of these participants, the retest group completed a second assessment after 1 month. The internal consistency reliability of the BIS version 11 (BIS-11) was assessed by calculating the Cronbach alpha coefficient. Test-retest reliability was assessed based on intraclass correlation coefficients. Factor validity was examined using principal component analysis. Internal consistency and factor validity of the BIS-11 were investigated in a sample of 153 participants, and test-retest reliability was analyzed in 67 participants. Results: A three-factor structure of BIS-11 representing psychological constructs similar to those originally identified in other translations of the BIS-11 was found. The Cronbach a coefficient for this instrument was 0.83, indicating high internal consistency, and the intraclass correlation coefficient was 0.66, indicating good test-retest reliability. The BIS-11 had highest reliability among participants without a criminal history. The test retest reliability was still satisfactory among participants with a lower education level or alcohol dependence. Conclusion: This study suggests that the Chinese version of the BIS-11 is a reliable measure and has potential utility for investigating impulsivity in opioid-dependent individuals. Copyright (c) 2013 Elsevier Taiwan LLC and the Chinese Medical Association. All rights reserved.","10.1016/j.jcma.2013.01.005","1726-4901",NA,"ISI:000322611200011",NA,"Li, Chiang-Shan/0000-0002-9393-1212 WU, CHI-SHIN/0000-0003-2762-7295","Li, Chiang-Shan/J-2813-2016 ",NA,472,614,204,"#000000",NA,""
"X.ISI.000317981400004","article","Edenbrow, M. and Croft-, D. P.","Environmental and genetic effects shape the development of personality traits in the mangrove killifish Kryptolebias marmoratus","OIKOS","2013","122","5","667-681","MAY","Consistent individual differences in behaviour are well documented, for example, individuals can be defined as consistently bold or consistently shy. To date our understanding of the mechanisms underpinning consistent individual differences in behaviour (also termed behavioural types (BTs)) remains limited. Theoretical work suggests life-history tradeoffs drive BT variation, however, empirical support is scarce. Moreover, whilst life-history is known to be phenotypically plastic in response to environmental conditions during ontogeny, the extent to which such plasticity drives plasticity in behavioural traits and personality remains poorly understood. Using a natural clonal vertebrate, Kryptolebias marmoratus, we control for genetic variation and investigate developmental plasticity in life-history and three commonly studied behavioural traits (exploration, boldness, aggression) in response to three ecologically relevant environments; conspecific presence, low food and perceived risk. Simulated predation risk was the only treatment that generated repeatable behaviour i.e. personality during ontogeny. Treatments differed in their effects on mean life-history and behavioural scores. Specifically, low food fish exhibited reduced growth rate and exploration but did not differ from control fish in their boldness or aggression scores. Conspecific presence resulted in a strong negative effect on mean aggression, boldness and exploration during ontogeny but had minimal effect on life-history traits. Simulated predation risk resulted in increased reproductive output but had minimal effect upon average behavioural scores. Together these results suggest that life-history plasticity/variation may be insufficient in driving variation in personality during development. Finally, using offspring derived from each rearing environment we investigate maternal effects and find strong maternal influence upon offspring size, but not behaviour. These results highlight and support the current understanding that risk perception is important in shaping personality, and that social experience during ontogeny is a major influence upon behavioural expression.","10.1111/j.1600-0706.2012.20556.x","0030-1299",NA,"ISI:000317981400004",NA,"Croft, Darren/0000-0001-6869-5097 Edenbrow, Mathew/0000-0002-3318-6337","Croft, Darren/B-5503-2009 Edenbrow, Mathew/K-3331-2013",NA,473,212,277,"#000000",NA,""
"X.ISI.000317320100008","article","Westneat, David F. and Schofield, Matthew and Wright, Jonathan","Parental behavior exhibits among-individual variance, plasticity, and heterogeneous residual variance","BEHAVIORAL ECOLOGY","2013","24","3","598-604","MAY-JUN","Phenotypic variance should have a hierarchical structure because differences arise between species, between individuals within species, and, for labile phenotypes, also within individuals across circumstances. Within-individual variance could exist because of responses to variable environments (plasticity) or because exhibiting variance per se has fitness consequences. To evolve, the latter requires between-individual variance in within-individual variance. Here, we investigate the parental behavior of female red-winged blackbirds (Agelaius phoeniceus) and assess if the distribution of within-individual variance also differs between individuals or changes with respect to environmental conditions. We used a statistical approach that models both the mean and variance iteratively. We found that the amount of food delivered per second on each visit was influenced by female identity, nestling age, and the location (on vs. off territory) where the female foraged. Moreover, we also found that unexplained within-individual variance (residual variance), after controlling for mean effects, independently declined with nestling age and was smaller when females foraged off their mate's territory. In addition, females differed in residual variance more than expected by chance. These results confirm that phenotypic variance has a hierarchical structure and they support preconditions for the evolution of mean phenotypic values as well as the variance in phenotype. In the case of provisioning as a form of parental care, our data suggest that female red-winged blackbirds could be managing stochastic variance either directly through choice of foraging location or indirectly in how they budget their time, and we discuss these patterns in relation to adaptive variance sensitivity.","10.1093/beheco/ars207","1045-2249","1465-7279","ISI:000317320100008",NA,"Schofield, Matthew/0000-0003-1481-2766",NA,NA,474,385,220,"#000000",NA,""
"X.ISI.000317320100014","article","Kluen, Edward and Brommer, Jon E.","Context-specific repeatability of personality traits in a wild bird: a reaction-norm perspective","BEHAVIORAL ECOLOGY","2013","24","3","650-658","MAY-JUN","Animal personality is defined as behavior that is consistent across time and context. We here applied a reaction-norm perspective implemented as a random regression phenotypic model (RRPM) to behaviors measured on blue tits Cyanistes caeruleus. During 3 consecutive breeding and winter seasons (2007-2009), a total of 508 wild-caught blue tits were assayed in a standard, artificial setup (a bird cage) for 1) activity, 2) time to escape, and 3) neophobia-related behavior. Activity was found to be repeatable both within and across seasonal contexts, but escape time and neophobia-related behavior were repeatable only in winter. Our RRPM confirmed that this latter finding was due to crossing of the individual-specific reaction norms between the 2 seasonal contexts. Our work illustrates how a behavior measured in a standardized manner may or may not be repeatable across time within a context but not between contexts, depending on the interindividual variation in reaction-norm properties. Our findings suggest that research on animal behavior plasticity can benefit from taking onboard context-specific analyses in a more explicit manner than what is typically done.","10.1093/beheco/ars221","1045-2249","1465-7279","ISI:000317320100014",NA,"Brommer, Jon/0000-0002-2435-2612","Brommer, Jon/C-3613-2008",NA,475,149,516,"#000000",NA,""
"X.ISI.000317354800011","article","Reichert, Michael S.","Patterns of variability are consistent across signal types in the treefrog Dendropsophus ebraccatus","BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY","2013","109","1","131-145","MAY","Animal signal characteristics vary at multiple levels, and this variation can be related to the selective forces acting on signal structure. However, the effectiveness of selection acting on any one signal type may depend on selective forces acting on the same characteristics in other signal types, particularly if the signals share a common physical production mechanism. In anurans, signal variability has been related to the potential for various forms of selection by female choice on the characteristics of male advertisement calls. The significance of variability in the characteristics of another vocalization type, the aggressive call, is less well understood. In the present stiudy, within- and between-male variability was measured in several characteristics of both advertisement and aggressive calls in the treefrog Dendropsophus ebraccatus. Many characteristics of both call types were repeatable within males. Fine-temporal and spectral characteristics generally had low variation within males, whereas gross-temporal characteristics were more variable. Unexpectedly, there were strong correlations between both measures of variability and mean values of the call characteristics of advertisement and aggressive calls. Thus, despite potentially conflicting selection pressures acting on advertisement and aggressive calls, the characteristics of individuals' calls were consistent across these two signal types. The potential forces responsible for consistency across call types are discussed, including morphological constraints and behavioural syndromes that act across different signalling contexts. In general, it is argued that measurements of variability made across multiple signal types, as in the present study, can provide important insights into the evolution of signal structure in organisms with complex signal repertoires.(c) 2013 The Linnean Society of London, Biological Journal of the Linnean Society, 2013, 109, 131145.","10.1111/bij.12028","0024-4066","1095-8312","ISI:000317354800011",NA,"Reichert, Michael/0000-0002-0159-4387","Reichert, Michael/A-5034-2010",NA,476,391,17,"#405d99","selected",""
