key,title,authors,journal,issn,volume,issue,pages,year,publisher,url,abstract
Hewes_2018_ETHO,"boldness related to size in the hermit crab coenobita compressus at undisturbed, but not disturbed beach","Hewes, Mackenzie E. and Chaves-Campos, Johel",ETHOLOGY,NA,124,NA,570-578,2018,NA,10.1111/eth.12766,"There is growing interest in the consequences of consistent individual behavioral differences within and between populations. We compared the magnitude, repeatability, and plasticity of boldness in the terrestrial hermit crab Coenobita compressus in three habitats with different degrees of disturbance in Costa Rica. We encourage researchers to test additional sites to assess the generality of our results. Boldness decreased with crab size at the less disturbed sites, while no relationship between size and boldness was found at the disturbed site. Boldness increased with habitat disturbance, perhaps because bolder crabs succeed in exploiting food around people. Repeatability and plasticity were similar across sites. We hypothesize that population differences may be the result of developmental plasticity when aquatic larvae settle on a beach or selection for boldness at the disturbed site acting on each new generation."
Higgins_2005_EVOL,quantitative genetics of natural variation of behavior in drosophila melanogaster: the possible role of the social environment on creating persistent patterns of group activity,"Higgins, LA and Jones, KM and Wayne, ML",EVOLUTION,NA,59,NA,1529-1539,2005,NA,10.1554/04-762,"Using a set of nine effectively isogenic lines collected from nature in 1998, we observed unperturbed behaviors of mixed-sex groups of Drosophila melanogaster. We repeatedly scanned replicated groups of genetically identical individuals, five females and five males, and recorded the behavior of each individual (i.e., walking, feeding, grooming, flying, courting, mating, fighting, or resting). From these behaviors, we made a composite variable of activity for-our quantitative genetic analysis. Genotypes differed in activity, explaining 14.41\% of the variation in activity; 8.60\% of the variation was explained by a significant genotype X sex interaction, which signifies genetic variation for sexual dimorphism in behavior. Phenotypic plasticity explained 11.13\% of the variation in activity. Different genotypes and sexes within genotypes had different rank orders of the component behaviors that contribute to activity. We found no effect of common rearing environment. Instead, differences between replicate groups within genotype accounted for 19.47\% variation in activity, and activity was significantly repeatable across scans. This emergent group behavior is likely caused by differences between groups of interacting individuals, even though individuals were genetically identical across groups. Thus, emergent group behavior explained almost as much variation in activity as the combined sources of genetic variation (23.01\%), and this is an additional level on which selection could operate: individuals and groups. We discuss how differences among groups could change patterns of additive genetic variation available for evolution. Furthermore, because the behavior of an individual is influenced by conspecifics, genotype interactions between individuals could contribute to indirect selection. Finally, if we consider activity as a syndrome governing all component behaviors with strong genetic correlations among behaviors within an individual, then these component behaviors cannot evolve independently. These results suggest that reductionist approaches of molecular behavior genetics may be incomplete and/or misleading when considering similar phenotypes at the population level or when trying to understand how behaviors evolve."
Highcock_2014_PLOONE,intraindividual variability of boldness is repeatable across contexts in a wild lizard,"Highcock, Laura and Carter, Alecia J.",PLOS ONE,NA,9,NA,NA,2014,NA,10.1371/journal.pone.0095179,"Animals do not behave in exactly the same way when repeatedly tested in the same context or situation, even once systematic variation, such as habituation, has been controlled for. This unpredictability is called intraindividual variability (IIV) and has been little studied in animals. Here we investigated how IIV in boldness (estimated by flight initiation distances) changed across two seasons-the dry, non-breeding season and the wet, breeding season-in a wild population of the Namibian rock agama, Agama planiceps. We found significant differences in IIV both between individuals and seasons, and IIV was higher in the wet season, suggesting plasticity in IIV. Further, IIV was highly repeatable (r = 0.61) between seasons and we found strong negative correlations between consistent individual differences in flight initiation distances, i.e. their boldness, and individuals' IIVs. We suggest that to understand personality in animals, researchers should generate a personality `profile' that includes not only the relative level of a trait (i.e. its personality), but also its plasticity and variability under natural conditions."
Hill_1989_BrJoofPs,adult personality functioning assessment (apfa). an investigator-based standardised interview,"Hill, J. and Harrington, R. and Fudge, H. and Rutter, M. and Pickles, A.",British Journal of Psychiatry,NA,155,NA,24-35,1989,NA,NA,"The development of an investigator-based standardised interview to assess patterns of specific and general social dysfunction is described. It covers six domains of functioning: work; love relationships; friendships; non-intimate social contacts; negotiations; and everyday coping. Inter-rater reliability was tested by three investigators rating 21 audiotaped interviews, and was shown to be high, with an intraclass correlation of 0.87 for the total score. The pattern of associations between specific and general social dysfunction was examined through determination of sensitivities and specificities and through LISREL modelling. The findings varied across social domains but it was concluded that the total APFA score provided a reasonable measure of general social dysfunction."
Hirata_2013_APPLANIMBEHASCIE,trade-offs between feeding and social companionship in cattle: intra-animal consistency over short and extended periods,"Hirata, Masahiko and Taketomi, Ikuko and Matsumoto, Yuka and Kubo, Shotaro",APPLIED ANIMAL BEHAVIOUR SCIENCE,NA,146,NA,19-25,2013,NA,10.1016/j.applanim.2013.03.004,"The conflict between sociability and foraging motivation in animals is considered to be of potential value for use in the management of grassland systems to improve grazing pattern of livestock over grasslands. However, individual differences in behaviors relating to this conflict have not been fully explored. Three experiments with two test repeats 1-3 days apart were conducted using 8-16 Japanese Black cows at intervals of approximately 3 weeks between Experiments 1 and 2 and 1 year between Experiments 2 and 3. Individual cows were tested in a grassed arena (85 m x 30 m in Experiments 1 and 2, 130 m x 18 m in Experiment 3) with an adjoining group pen holding the peers. Plastic washtubs (16 in Experiments 1 and 2,25 in Experiment 3) containing 150 g grain-based concentrate were placed at 5 m increments on the centerline of the arena to entice test cows away from the group. Behavior of test cows were recorded for 30 min as: maximum (D-max) and mean (D-mean) distance from the group, number of total (N-total) and different (N-diff) tub visits, and proportion of time eating concentrate (P-eatconc) and grazing sward (P-graze). Cows showed consistency in D-max, D-mean, N-total and N-diff over the short periods of 1-3 days (repeatability within experiments = 0.41-0.80) and approximately 3 weeks (Pearson r between Experiments 1 and 2 = 0.81-0.91, P < 0.05). Cows were further consistent in D-max, N-total and N-diff over the extended period of 1 year (Pearson r between Experiments 2 and 3 and between Experiments 1 and 3 = 0.68-0.93, P < 0.05). By contrast, P-eatconc and P-graze showed poorer consistency within cows, giving low repeatability estimates (0.29-0.34) in Experiment 2 and low Pearson r between Experiments 2 and 3 (0.30-0.31,P > 0.05). It was concluded that D-max, N-total and N-diff provide a reliable measure of the propensity for individual cows to trade sociability for feeding when the test is repeated over both short and extended periods. A test arena longer than 130 m would be necessary for fully discriminating individual behavioral traits of cattle. (c) 2013 Elsevier B.V. All rights reserved."
Hirata_2016_ANIMSCIEJOUR,"responsiveness of beef cattle (bos taurus) to human approach, novelty, social isolation, restraint and trade-offs between feeding and social companionship","Hirata, Masahiko and Kubo, Shotaro and Kawagoe, Ikuko and Matsumoto, Yuka",ANIMAL SCIENCE JOURNAL,NA,87,NA,1443-1452,2016,NA,10.1111/asj.12598,"This study investigated responsiveness of beef cattle to various environmental stimuli by subjecting 15-16 Japanese Black cows to five tests repeated twice. Within individual behavioral measures, cows were moderately (repeatability=0.54-0.70) or highly (repeatability=0.74-0.89) consistent in flight distance during grazing and resting in the human approach tests, maximum distance from the group pen and the number of total and different feed tub visits in the feeding-sociability trade-off test, and unwillingness to enter the restraint, movement under restraint and flight speed after release from restraint in the social isolation and restraint test. By contrast, cows were not consistent in the latency to make the first contact and the number of contacts with novel object(s) in the novelty test (repeatability=0.24-0.39). Across behavioral measures in different tests, cows showed no consistency (P0.05) in any combinations of measures from the two human approach tests, the trade-off test and the social isolation and restraint test. In conclusion, human approach (particularly during resting), feeding-sociability trade-off and social isolation and restraint situations can be used for evaluating personality in Japanese Black cows, while the value of the novelty test needs to be reexamined."
Hollman_2008_JoofAlHe,retrospective analysis of the behavioral interview and other preadmission variables to predict licensure examination outcomes in physical therapy,"Hollman, J.H. and Rindflesch, A.B. and Youdas, J.W. and Krause, D.A. and Hellyer, N.J. and Kinlaw, D.",Journal of Allied Health,NA,37,NA,97-104,2008,NA,NA,"Evidence supporting the use of personal interviews in admissions decisions for health professions programs is conflicting. This retrospective study was intended to (1) quantify interrater reliability for assessing performance on a particular type of structured interview, the behavioral interview, and (2) examine the ability of multiple preadmission variables, including performance on the behavioral interview, to predict first-time performance on the national physical therapy licensing examination (NPTE). Data from 89 interviewees during the 2006-07 admissions cycle were used to examine inter-rater reliability. Data from 141 students who graduated from 2001 to 2005 were used to examine predictive validity of multiple preadmission variables on NPTE performance, including undergraduate cumulative grade point average (GPA), preprofessional science GPA, performance on the Graduate Record Examination (GRE) (including its analytical, quantitative, and verbal subscales), and performance on the behavioral interview. Inter-rater reliability for assessing interview performance was quantified with an intraclass correlation coefficient (ICC 1,1). Receiver operating characteristic (ROC) curves and associated validity indices were used to analyze variables that distinguished graduates who did and did not pass the NPTE on their first attempt ( = 0.05). The ICC1,1 for assessing interview performance was 0.749. Performance on the verbal subscale of the GRE (ROC curve area = 0.734, p = 0.007) and behavioral interview (ROC curve area = 0.685, p = 0.034) were statistically significant predictors of NPTE performance. This study provides evidence supporting the contributions of the behavioral interview and verbal subscale of the GRE to predict NPTE performance and assist admissions decisions."
Holtmann_2016_MOLEECOL,population differentiation and behavioural association of the two ``personality' genes drd4 and sert in dunnocks (prunella modularis),"Holtmann, B. and Grosser, S. and Lagisz, M. and Johnson, S. L. and Santos, E. S. A. and Lara, C. E. and Robertson, B. C. and Nakagawa, S.",MOLECULAR ECOLOGY,NA,25,NA,706-722,2016,NA,10.1111/mec.13514,"Quantifying the variation in behaviour-related genes within and between populations provides insight into how evolutionary processes shape consistent behavioural traits (i.e. personality). Deliberate introductions of non-native species offer opportunities to investigate how such genes differ between native and introduced populations and how polymorphisms in the genes are related to variation in behaviour. Here, we compared the genetic variation of the two personality' genes, DRD4 and SERT, between a native (United Kingdom, UK) and an introduced (New Zealand, NZ) population of dunnocks, Prunella modularis. The NZ population showed a significantly lower number of single nucleotide polymorphisms (SNPs) compared to the UK population. Standardized F'(st) estimates of the personality genes and neutral microsatellites indicate that selection (anthropogenic and natural) probably occurred during and post the introduction event. Notably, the largest genetic differentiation was found in the intronic regions of the genes. In the NZ population, we also examined the association between polymorphisms in DRD4 and SERT and two highly repeatable behavioural traits: flight-initiation distance and mating status (promiscuous females and cobreeding males). We found 38 significant associations (for different allele effect models) between the two behavioural traits and the studied genes. Further, 22 of the tested associations showed antagonistic allele effects for males and females. Our findings illustrate how introduction events and accompanying ecological changes could influence the genetic diversity of behaviour-related genes."
Holtmann_2017_FUNCECOL,"metabolic rates, and not hormone levels, are a likely mediator of between-individual differences in behaviour: a meta-analysis","Holtmann, Benedikt and Lagisz, Malgorzata and Nakagawa, Shinichi",FUNCTIONAL ECOLOGY,NA,31,NA,685-696,2017,NA,10.1111/1365-2435.12779,"Consistent individual differences in hormone levels and metabolic rates have been proposed to be potential state variables underlying consistent individual differences in behaviour (i.e. animal personality). However, it remains unclear whether either one alone or both of these potential state variables could be an underlying driver of animal personality. We address this question using meta-analyses of published data from bird species. We hypothesized that state variables that mediate individual differences in behaviour would display similar or higher repeatability estimates than behavioural traits. To test this hypothesis, we quantified repeatability estimates of hormone levels, metabolic rates and behavioural traits. We found moderate to high mean repeatability estimates for both metabolic rates and behavioural traits, but low repeatability estimates for hormone levels. These findings indicate that metabolic rates likely represent an important mechanism for generating adaptive personality differences in behaviour. We also show that: (i) for hormones and behaviour, repeatability decreased with increasing interval time between two measurements; (ii) males and females differed in repeatability for behavioural traits; (iii) stress-induced hormone levels were more repeatable than baseline levels. Future studies are now required to determine the direction of the association between metabolic rates and behavioural traits. At the same time, these studies should try to investigate which of the proposed mechanisms is responsible for the relationship between state variable and state-dependent behaviour. In addition, we encourage researchers to report the coefficient of variation for between-individual variance (CVB) along with repeatability estimates because these two indices carry different information. We discuss how CVB may better facilitate future comparative studies, including meta-analyses."
Holtmann_2017_PROFTHROSOB.SC,"personality-matching habitat choice, rather than behavioural plasticity, is a likely driver of a phenotype-environment covariance","Holtmann, Benedikt and Santos, Eduardo S. A. and Lara, Carlos E. and Nakagawa, Shinichi",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,NA,284,NA,NA,2017,NA,10.1098/rspb.2017.0943,"An emerging hypothesis of animal personality posits that animals choose the habitat that best fits their personality, and that the match between habitat and personality can facilitate population differentiation, and eventually speciation. However, behavioural plasticity and the adjustment of behaviours to new environments have been a classical explanation for such matching patterns. Using a population of dunnocks (Prunella modularis), we empirically tested whether personality or behavioural plasticity is responsible for the non-random distribution of shy and bold individuals in a heterogeneous environment. We found evidence for bold individuals settling in areas with high human disturbance, but also that birds became bolder with increasing age. Importantly, personality primarily determines the distribution of individuals, and behavioural adjustment over time contributes very little to the observed patterns. We cannot, however, exclude a possibility of very early behavioural plasticity (a type of developmental plasticity) shaping what we refer to as `personality'. Nonetheless, our findings highlight the role personality plays in shaping population structure, lending support to the theory of personality-mediated speciation. Moreover, personality-matching habitat choice has important implications for population management and conservation."
Hope_2018_JOOFEXZOPAA.ANINPH,incubation temperature influences the behavioral traits of a young precocial bird,"Hope, Sydney F. and Kennamer, Robert A. and Moore, Ignacio T. and Hopkins, William A.",JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-ECOLOGICAL AND INTEGRATIVE PHYSIOLOGY,NA,329,NA,191-202,2018,NA,10.1002/jez.2176,"The environment in which animals develop can have important consequences for their phenotype. In reptiles, incubation temperature is a critical aspect of the early developmental environment. Incubation temperature influences morphology, physiology, and behavior of non-avian reptiles, however, little is known about how incubation temperature influences offspring phenotype and behaviors important to avian survival. To investigate whether incubation temperature influences avian behaviors, we collected wood duck (Aix sponsa) eggs from the field and incubated them at three naturally occurring incubation temperatures (35.0, 35.8, and 37.0 degrees C). We conducted multiple repeated behavioral trials on individual ducklings between 5 and 15 days post-hatch to assess activity, exploratory, and boldness behaviors, classified along a proactive-reactive continuum. We measured growth rates and circulating levels of baseline and stress-induced corticosterone levels to investigate possible physiological correlates of behavior. Ducklings incubated at the lowest temperature displayed more proactive behaviors than those incubated at the two higher temperatures. We also found that younger ducklings exhibited more proactive behavior than older ducklings and males exhibited more proactive behavior than females. Further, duckling behaviors were repeatable across time and contexts, indicative of a proactive-reactive continuum of behavioral tendencies. However, neither corticosterone levels nor growth rates were related to behavior. This provides some of the first evidence that incubation temperature, a critical parental effect, influences avian offspring behaviors that may be important for survival. Our results identify incubation temperature as a mechanism that contributes to the development of behavioral traits and, in part, explains how multiple behavioral types may be maintained within populations."
Hoppe_2008_APPLANIMBEHASCIE,maternal protective behaviour of german angus and simmental beef cattle after parturition and its relation to production traits,"Hoppe, Sebastian and Brandt, Horst R. and Erhardt, Georg and Gauly, Matthias",APPLIED ANIMAL BEHAVIOUR SCIENCE,NA,114,NA,297-306,2008,NA,10.1016/j.applanim.2008.04.008,"A total of 390 German Angus (Aberdeen Angus x German dual-purpose breeds) and Simmental cows were tested in seven consecutive years (2000-2006) for maternal protective behaviour which was assessed by categorising behavioural response of the darns during earmarking their calves. The test was conducted within 24 h after parturition by the same person. Analysis of variance of maternal protective behaviour scores (MBS) was performed using a model including breed, lactation-number and calving month as fixed effects as well as the interaction between breed and lactation-number. The cow was included as a random effect. Breed, lactation-number and the interaction breed x lactation-number highly affected MBS. German Angus was scored higher than Simmental as well as cows with higher lactation-numbers in comparison to younger cows. Heritability was estimated under consideration of the whole relationship matrix and differed between 0.14 (S.E. 0.08) for German Angus and 0.42 (S.E. 0.05) for Simmental. Repeatabilities for MBS were 0.24 (S.E. 0.04) for German Angus and 0.42 (S.E. 0.05) for Simmental, respectively. Weaning weights and average daily weight gains of the calves were not correlated with maternal protective behaviour scores. (C) 2008 Elsevier B.V. All rights reserved."
Horton_2009_InJoofShanWoSc,measurement of an indicator of sheep temperament based on recording movement within a commercial weighing crate,"Horton, B.J. and Pirloty, K. and Millerz, D.R.",International Journal of Sheep and Wool Science,NA,57,NA,46-61,2009,NA,NA,"This study investigates the development of a practical system for temperament assessment in sheep on-farm using currently available weighing technology. Most commercial livestock scales are capable of recording multiple weights per second, which are normally used to obtain an average weight. The movement of a sheep within a weighing crate can be measured by this continuous liveweight recording system using the coefficient of variation (CV) of the weight measured over 5 to 20 seconds. Calmer sheep were defined as those exhibiting lower CV measurements. The repeatability of these measurements was 0.52 to 0.59 (p<0.1%) in adult sheep, and was increased with greater experience of the weighing process. Movement scores at 6 to 7 months of age were highly repeatable and lamb scores at 7 months were correlated (p<1%) with their dam's score. The calmest sheep exhibited higher liveweight, improved maternal behaviour, and increased lamb survival (p<5%).  2009 International Journal of Sheep and Wool Science. All rights reserved."
Horton_2011_APPLANIMBEHASCIE,validation of an algorithm for real-time measurement of sheep activity in confinement by recording movement within a commercial weighing crate,"Horton, Brian J. and Miller, Dale R.",APPLIED ANIMAL BEHAVIOUR SCIENCE,NA,129,NA,74-82,2011,NA,10.1016/j.applanim.2010.11.007,"This study reports a method of measuring sheep activity in confinement based on recording movement of sheep during weighing. The aim was to show that an algorithm to analyse continuous weight records could be used to measure activity quickly and efficiently using commercial weighing equipment and that this measurement is related to animal productivity, specifically liveweight. A prototype method required magnetic switches on the weighing crate to record gate positioning and enclosure of the animal, with data analysis subsequent to the completion of weighing. The method reported here does not require additional equipment, instead using a computer program to analyse weights in real-time to record the degree of sheep movement. The result is summarised as the coefficient of variation of the weight over a period of 8-20 s and reported as an activity score. The real-time method had a higher repeatability (P < 0.05) than the prototype method and gave a stronger association with liveweight with heavier lambs and heavier young sheep being less active under confinement at 6 months and 18 months, respectively (P < 0.05). These findings indicate that a simple system could be developed enabling real-time reporting of activity scores during normal weighing. (C) 2010 Elsevier B.V. All rights reserved."
Horvath_2017_PLOONE,environment-dependence of behavioural consistency in adult male european green lizards (lacerta viridis),"Horvath, Gergely and Meszaros, Boglarka and Urszan, Tamas Janos and Bajer, Katalin and Molnar, Orsolya and Zsolt Garamszegi, Laszlo and Herczeg, Gabor",PLOS ONE,NA,12,NA,NA,2017,NA,10.1371/journal.pone.0187657,"Understanding the background mechanisms affecting the emergence and maintenance of consistent between-individual variation within population in single (animal personality) or across multiple (behavioural syndrome) behaviours has key importance. State-dependence theory suggests that behaviour is `anchored' to individual state (e.g. body condition, gender, age) and behavioural consistency emerges through behavioural-state feedbacks. A number of relevant state variables are labile (e.g. body condition, physiological performance) and expected to be affected by short-term environmental change. Yet, whether short-term environmental shifts affect behavioural consistency during adulthood remains questionable. Here, by employing a full-factorial laboratory experiment, we explored if quantity of food (low vs. high) and time available for thermoregulation (3h vs. 10h per day) had an effect on activity and risk-taking of reproductive adult male European green lizards (Lacerta viridis). We focussed on different components of behavioural variation: (i) strength of behavioural consistency (repeatability for animal personality; between-individual correlation for behavioural syndrome), (ii) behavioural type (individual mean behaviour) and (iii) behavioural predictability (within-individual behavioural variation). Activity was repeatable in all treatments. Risktaking was repeatable only in the low basking treatments. We found significant between-individual correlation only in the low food x long basking time group. The treatments did not affect behavioural type, but affected behavioural predictability. Activity predictability was higher in the short basking treatment, where it also decreased with size (approximate to age). Risk-taking predictability in the short basking treatment increased with size under food limitation, but decreased when food supply was high. We conclude that short-term environmental change can alter various components of behavioural consistency. The effect could be detected in the presence/absence patterns of animal personality and behavioural syndrome and the level of individual behavioural predictability, but not in behavioural type."
Houslay_2018_FUNCECOL,testing the stability of behavioural coping style across stress contexts in the trinidadian guppy,"Houslay, Thomas M. and Vierbuchen, Maddalena and Grimmer, Andrew J. and Young, Andrew J. and Wilson, Alastair J.",FUNCTIONAL ECOLOGY,NA,32,NA,424-438,2018,NA,10.1111/1365-2435.12981,"Within populations, individuals can vary in stress response, a multivariate phenomenon comprising neuroendocrine, physiological and behavioural traits. Verbal models of individual stress coping style have proposed that the behavioural component of this variation can be described as a single axis, with each individual's coping style being consistent across time and stress contexts. Focusing on this behavioural component of stress response and combining repeated measures of multiple traits with a novel multivariate modelling framework, we test for the existence of coping style variation and assess its stability across contexts in the Trinidadian guppy (Poecilia reticulata). Specifically, we test the following hypotheses: (1) there exists repeatable among-individual behavioural (co)variation (personality) within a mild stress context consistent with a risk-averse-risk-prone continuum of behavioural coping style, (2) there is population-level plasticity in behaviour as a function of stressor severity, (3) there is among-individual variation in plasticity (i.e. IxE), and (4) the presence of IxE reduces cross-context stability of behavioural coping style. We found significant repeatable among-individual behavioural (co)variation in the mild stress context (open field trial), represented as an I matrix. However, I was not readily described by a simple risk-averse-risk-prone continuum as posited by the original coping style model. We also found strong evidence for population-level changes in mean behaviour with increasing stressor severity (simulated avian and piscine predation risks). Single-trait analyses did show the presence of individual-by-environment interactions (IxE), as among-individual cross-context correlations were significantly less than +1. However, multitrait analysis revealed the consequences of this plasticity variation were minimal. Specifically, we found little evidence for changes in the structure of I between mild and moderate stress contexts overall, and only minor changes between the two moderate contexts (avian vs. piscine predator). We show that a multivariate approach to assessing changes in among-individual (co)variance across contexts can prevent the over-interpretation of statistically significant, but small, individual-by-environment effects. While behavioural flexibility enables populations (and individuals) to respond rapidly to changes in the environment, multivariate personality structure can be conserved strongly across such contexts. A is available for this article."
Huang_2013_JOOFTHCHMEAS,"the reliability of the chinese version of the barratt impulsiveness scale version 11, in abstinent, opioid-dependent participants in taiwan","Huang, Cheng-Yi and Li, Chiang-Shan Ray and Fang, Su-Chen and Wu, Chi-Shin and Liao, Ding-Lieh",JOURNAL OF THE CHINESE MEDICAL ASSOCIATION,NA,76,NA,289-295,2013,NA,10.1016/j.jcma.2013.01.005,"Background: The Barratt Impulsiveness Scale (BIS) is one of the most commonly used self-report measures of trait impulsivity. However, the reliability of this measure among individuals who abuse substances has not yet been well examined. The purpose of this study was to evaluate the reliability and validity of the Chinese version of this measure in abstinent, opioid-dependent participants. Methods: The opioid-dependent participants were all male inmates recruited from two official correction agencies located in northern Taiwan, from October 2006 to September 2007; of these participants, the retest group completed a second assessment after 1 month. The internal consistency reliability of the BIS version 11 (BIS-11) was assessed by calculating the Cronbach alpha coefficient. Test-retest reliability was assessed based on intraclass correlation coefficients. Factor validity was examined using principal component analysis. Internal consistency and factor validity of the BIS-11 were investigated in a sample of 153 participants, and test-retest reliability was analyzed in 67 participants. Results: A three-factor structure of BIS-11 representing psychological constructs similar to those originally identified in other translations of the BIS-11 was found. The Cronbach a coefficient for this instrument was 0.83, indicating high internal consistency, and the intraclass correlation coefficient was 0.66, indicating good test-retest reliability. The BIS-11 had highest reliability among participants without a criminal history. The test retest reliability was still satisfactory among participants with a lower education level or alcohol dependence. Conclusion: This study suggests that the Chinese version of the BIS-11 is a reliable measure and has potential utility for investigating impulsivity in opioid-dependent individuals. Copyright (c) 2013 Elsevier Taiwan LLC and the Chinese Medical Association. All rights reserved."
Huang_2016_JOOFET,evaluating the novel-environment test for measurement of exploration by bird species,"Huang, Ping and Kerman, Kaan and Sieving, Kathryn E. and St Mary, Colette M.",JOURNAL OF ETHOLOGY,NA,34,NA,45-51,2016,NA,10.1007/s10164-015-0444-6,"Novel-environment tests are the most widespread experimental technique for characterizing exploration, yet detailed evaluation of their performance among species is lacking. We compared the test for eight bird species by combining three well-known metrics of behavior: movement frequency, proportion of features visited, and scanning. In both overall and species-level analysis of our multi-group principal component analysis, all three metrics loaded strongly and similarly on one principal component, explaining comparable ranges of variation. We conclude that novel-environment tests are a robust means of quantifying exploration and that scanning behavior may be an important but under-used metric for exploration behavior."
Hudson_2015_FRINZO,stable individual differences in separation calls during early development in cats and mice,"Hudson, Robyn and Rangassamy, Marylin and Saldana, Amor and Banszegi, Oxana and Roedel, Heiko G.",FRONTIERS IN ZOOLOGY,NA,12,NA,NA,2015,NA,10.1186/1742-9994-12-S1-S12,"Background: The development of ethologically meaningful test paradigms in young animals is an essential step in the study of the ontogeny of animal personality. Here we explore the possibility to integrate offspring separation (distress) calls into the study of consistent individual differences in behaviour in two species of mammals, the domestic cat (Felis silvestris catus) and the mound-building mouse (Mus spicilegus). Such vocal responses in young mammals are a potentially useful test option as they represent an important element of mother-offspring communication with strong implications for offspring survival. In addition, the neural control of vocalisation is closely associated with emotional state. Results: We found marked similarities in the pattern of individual responses of the young of both species to separation from their mother and littermates. In the domestic cat as well as in the mound-building mouse, individual differences in the frequency of calls and to a lesser extent in locomotor activity were repeatable across age, indicating the existence of personality types. Such consistencies across age were also apparent when only considering relative individual differences among litter siblings. In both species, however, individual patterns of vocalisation and locomotor activity were unrelated. This suggests that these two forms of behavioural responses to isolation represent different domains of personality, presumably based on different underlying neurophysiological mechanisms. Conclusions: Brief separation experiments in young mammals, and particularly the measurement of separation calls, provide a promising approach to study the ontogeny of personality traits. Future long-term studies are needed to investigate the association of these traits with biologically meaningful and potentially repeatable elements of behaviour during later life."
Ibez_2018_BehaProc,freshwater turtles reveal personality traits in their antipredatory behaviour,"Ibez, A. and Martn, J. and Gazzola, A. and Pellitteri-Rosa, D.",Behavioural Processes,NA,157,NA,142-147,2018,NA,10.1016/j.beproc.2018.08.011,"Animals respond to predation risk with antipredatory behaviours that may disclose the presence of different personality traits among individuals in a population, and how populations may differ for the expression of those traits. Variation among individuals is a necessary condition for the evolution through natural selection and inter-individual behavioural differences may be selected in different environmental situations. We tested whether individuals of two freshwater turtle species, Emys orbicularis and Mauremys leprosa, show consistent risk-taking behaviour when exposed to the presence of a potential predator. In an outdoor experimental setting, we simulated a predatory attack by overturning a turtle onto its carapace and recording three different behavioural response variables. Our results showed clear differences between species. The appearance time was highly consistent over the trials for both species, but was shorter for E. orbicularis and very long for M. leprosa. Waiting time was consistent only for females of E. orbicularis while M. leprosa did not show repeatability and had significantly longer waiting times. The number of failed righting attempts, likely being partially dependent on turtle individual performance, was highly consistent during the experiment for both species. The hiding behaviour in both species of freshwater turtles was consistent over time and, therefore, could be regarded as a personality trait. However, the differences in waiting times consistency suggested possible differences in defensive strategies between sexes and species.  2018 Elsevier B.V."
Igoe_2011_IN..YOCH,a pilot evaluation of the test-retest score reliability of the dimensions of mastery questionnaire in preschool-aged children,"Igoe, Deirdre and Peralta, Christopher and Jean, Lindsey and Vo, Sandra and Yep, Linda Ngan and Zabjek, Karl and Wright, F. Virginia",INFANTS \& YOUNG CHILDREN,NA,24,NA,280-291,2011,NA,10.1097/IYC.0b013e31821bd7c8,"Preschool-aged children continually learn new skills and perfect existing ones. ``Mastery motivation{''} is theorized to be a personality trait linked to skill learning. The Dimensions of Mastery Questionnaire (DMQ) quantifies mastery motivation. This pilot study evaluated DMQ test-retest score reliability (preschool-version) and included exploratory analysis of test-retest score reliability with a subgroup of children with a physical disability. The child's parent completed the DMQ twice (30-day mean retest interval) and rated DMQ for ease of use. Test-retest score reliability was estimated for DMQ Total, aspect and scale scores using intraclass correlation coefficients (ICCs). Thirty-three mothers participated (children's mean age = 4 years 1 month, SD = 1 year 2 months). Total score and expressive aspect test-retest score reliability were good (ICCs 0.76 and 0.70, respectively) and instrumental aspect test-retest score reliability was excellent (ICC = 0.87). Five of the 7 scales had ICCs > 0.74. The mastery pleasure scale scored lowest in test-retest score reliability (ICC = 0.35). Total score test-retest reliability was good for children who have a disability (n = 12) and in children typically developing (n = 21): ICCs 0.71 and 0.79, respectively. The DMQ was found to be easy to complete using a 5-point scale with ``1{''} being ``very difficult{''} and ``5{''} being ``very easy.{''} The mothers' mean score was 4.4/5. This pilot work indicated acceptable test-retest score reliability for the DMQ and suggests its potential as a standardized way for clinicians to assess motivation and tailor goals to a child's motivational characteristics."
Ingram_2018_ECOANDEVO,top-down control by an aquatic invertebrate predator increases with temperature but does not depend on individual behavioral type,"Ingram, Travis and Burns, Zuri D.",ECOLOGY AND EVOLUTION,NA,8,NA,8256-8265,2018,NA,10.1002/ece3.4367,"Variation in behavioral traits among individuals within a population can have implications for food webs and ecosystems. Temperature change also alters food web structure and function, but potential interactions between warming and intraspecific behavioral variation are largely unexplored. We aimed to test how increased temperature, individual activity level of a predatory backswimmer (Anisops assimilis), and their interaction influenced the strength of top-down control of zooplankton and phytoplankton. We used stable isotopes to support our assumption that the study population of A.assimilis is zooplanktivorous, and behavioral trials to confirm that activity level is a repeatable trait. We established freshwater microcosms to test for effects of warming, backswimmer presence, and backswimmer behavioral type on zooplankton density, zooplankton composition, and phytoplankton chlorophyll a. Top-down control was present and was generally stronger at increased temperature. There was no indication that predator behavioral type influenced the strength of top-down control either on its own or interactively with temperature. Predator behavioral type may not be associated with ecologically important function in this species at the temporal and spatial scales addressed in this study, but the links between behavior, temperature, and food web processes are worthy of broader exploration."
