"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"36P4P9SY","journalArticle","2015","Stuber, E. F.; Dingemanse, N. J.; Kempenaers, B.; Mueller, J. C.","sources of intraspecific variation in sleep behaviour of wild great tits","ANIMAL BEHAVIOUR","","","10.1016/j.anbehav.2015.05.025","","Ecologists have recently begun to recognize sleep as a behaviour that is important in animal ecology. The first steps have been taken to characterize sleep in free-living birds, but it is unclear to what extent these results can be generalized between species. To describe sleep behaviour in the wild, we videorecorded great tits, Parus major, in their roosting boxes during two consecutive winters and individuals in captivity for comparison. Here, we examined endogenous and exogenous correlates of sleep behaviour in free-living great tits and addressed the potential confounding issues of studying avian sleep in captivity. Like that in blue tits, Cyanistes caeruleus, sleep behaviour in great tits was strongly related to season, and was affected by sex, age and the environment. Although literature suggests relationships between sleep and risk-taking behaviours, possibly arising from stable differences in physiological state, sleep behaviour appeared to be plastic in great tits, and was not predicted by between-individual variation in exploratory tendencies. Captive tits initiated sleep later than wild individuals, even under natural photoperiodic conditions, suggesting that captivity alters timing and duration of sleep in great tits. Long-term repeatability in sleep behaviour was low for all variables, except morning latency (high repeatability) and evening box entry time, evening latency and frequency of awakenings (no detectable repeatability). Variation in sleep behaviour may largely represent within-individual differences in daily sleep requirements. Our study describes how different observable components of sleep are intercorrelated by providing evidence for significant within-individual correlations between sleep behaviours, which represent the integration of plasticity between traits. Consistent with low repeatability, low between-individual correlations suggest substantial behavioural plasticity in sleep, rather than a correlational structure leading to clear sleep `syndromes'. Our study provides quantitative evidence for the factors producing phenotypic plasticity in behavioural sleep in an ecological context. (C) 2015 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","2015","2018-12-03 14:27:39","2018-12-03 14:27:39","","201-221","","","106","","","","","","","","","","","","","","","","","","","","","Animals; Animal Shells; Video Recording","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2BJXCBXE","journalArticle","2014","Sussman, Adrienne F.; Mates, Exu A.; Ha, James C.; Bentson, Kathy L.; Crockett, Carolyn M.","tenure in current captive setting and age predict personality changes in adult pigtailed macaques","ANIMAL BEHAVIOUR","","","10.1016/j.anbehav.2013.12.009","","Personality change in nonhuman primates is a topic that warrants more research attention. Many studies focus on intraindividual repeatability, but few note population-wide trends in personality change. In part, this results from the large sample size that is required to detect such trends. In the present study, we measured personality in a large sample (N = 293) of adult, mother-reared pigtailed macaques, Macaca nemestrina, over a period of 3 years. We looked at four personality components (sociability towards humans, cautiousness, aggressiveness and fearfulness) derived from behavioural observations at two to four time points per subject. We found these components to have repeatabilities similar to those reported elsewhere in the literature. We then analysed population-wide changes in personality components over time using a linear mixed effects model with three predictors: entry age at the current primate facility, tenure at the primate facility at the time of the first personality test and time elapsed since the first personality test. We found that adult personality changed with life experiences (here, tenure at the facility where tested) and age. Throughout adulthood, pigtailed macaques became less cautious and more aggressive. At the same time, subjects became less cautious and more sociable with increasing time in individual caging at the current primate research facility. We also found that individuals differed significantly in their personality consistency. Other researchers may benefit by applying similar methodology to that described here as they extrapolate about personality measures over time. (C) 2013 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","2014","2018-12-03 14:27:39","2018-12-03 14:27:39","","23-30","","","89","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/EXQCMLSI/Sussman et al. - 2014 - tenure in current captive setting and age predict .pdf","","Humans; Adult; Humanism; Humanities; Primates; Macaca; Macaca nemestrina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLYD3J7U","journalArticle","2005","Svartberg, K; Tapper, I; Temrin, H; Radesater, T; Thorman, S","consistency of personality traits in dogs","ANIMAL BEHAVIOUR","","","10.1016/j.anbehav.2004.04.011","","We investigated the consistency of behaviour over repeated tests in dogs, Canis familiaris. Dogs were tested three times, with an average of 30 and 35 days between tests. The behavioural test used in the study included 10 subtests that exposed dogs to various situations, such as the appearance of an unfamiliar person, play, preylike objects, metallic noise and a suddenly appearing dummy. Studies using the same test with many dogs have revealed five specific personality traits, labelled Playfulness, Chase-proneness, Curiosity/Fearlessness, Sociability and Aggressiveness, and one higher-order, broader dimension, interpreted as a shyness-boldness continuum. We used these traits in the present study. We found significant correlations over the test series in all the specific traits as well as in the Boldness dimension. The magnitude of trait scores for Playfulness, Chase-proneness and Sociability, as well as for the Boldness dimension, was stable between tests. The scores for Aggressiveness and Curiosity/Fearlessness, however, differed between the first two tests: the intensity of behaviour related to fear and aggression decreased from test 1 to test 2, but the intensity of exploratory behaviour increased. This result indicates that these two traits in dogs are sensitive to novelty although individual differences are also maintained in nonovel situations. The results suggest that playful, social, exploratory avoidant and aggressive behaviour in dog is influenced by stable dispositions; i.e. personality traits, that seem to have been important during the evolution of the domestic dog. (C) 2004 The Association for the Study of Animal Behaviour. Published by Elsesier Ltd. All rights reserved.","2005","2018-12-03 14:27:39","2018-12-03 14:27:39","","283-291","","","69","","","","","","","","","","","","","","","","","","","","","Dogs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F3ESMMAM","journalArticle","2014","Taylor, M. K.; Cooke, S. J.","repeatability of movement behaviour in a wild salmonid revealed by telemetry","JOURNAL OF FISH BIOLOGY","","","10.1111/jfb.12334","","Movement estimates derived from sub-daily tracking of radio-tagged bull trout Salvelinus confluentus on the Columbia River, British Columbia, Canada, were used to test whether interindividual variation in behaviour was repeatable among contexts, both short- and long-term. Interindividual variation in S. confluentus behaviour was consistent across contexts. These findings emphasize the potential for telemetry as a tool in animal personality and temperament research.","2014","2018-12-03 14:27:40","2018-12-03 14:27:40","","1240-1246","","","84","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/INJEI8G6/Taylor and Cooke - 2014 - repeatability of movement behaviour in a wild salm.pdf","","Telemetry; British Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A5QEWIB6","journalArticle","2017","Thys, Bert; Eens, Marcel; Aerts, Silke; Delory, Am; , ine; Iserbyt, Arne; Pinxten, Rianne","exploration and sociability in a highly gregarious bird are repeatable across seasons and in the long term but are unrelated","ANIMAL BEHAVIOUR","","","10.1016/j.anbehav.2016.11.014","","Personality traits and behavioural syndromes are often assumed to relate to life history strategies and lifetime fitness variation and hence may be generally under selection. Key in this regard is the, often untested, assumption that individual differences in (correlated) behaviours are maintained across contexts and over an individual's lifetime. Here, we tested this assumption, using a population of 30 captive male starlings, Sturnus vulgaris, a highly gregarious avian species. We repeatedly assayed novel environment exploration and different aspects of sociability towards a female conspecific, across seasonal contexts (spring and autumn) and across a 2-year period, which represents a substantial portion of a starling's life span. We found that, regardless of plasticity at the population level, both exploration behaviour and sociability traits investigated were moderately repeatable across seasons and years, with no significant differences between repeatability estimates over different timescales. However, no evidence was found for significant between-individual correlations between the investigated traits, including different aspects of sociability. Taken together, our results provide empirical evidence that exploration and sociability are personality traits that are stable across seasons and in the long term but do not form behavioural syndromes. Given the recent evidence that personality traits are often heritable, the traits assessed in our study might have the potential to evolve independently under selection. This long-term consistency in exploration and sociability might have important implications for the social organization within complex social environments and influence a wide variety of ecologically relevant processes. (C) 2016 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","2017","2018-12-03 14:27:40","2018-12-03 14:27:40","","339-348","","","123","","","","","","","","","","","","","","","","","","","","","Seasons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Q5UBPRI","journalArticle","2014","Toscano, Benjamin J.; Gatto, John; Griffen, Blaine D.","effect of predation threat on repeatability of individual crab behavior revealed by mark-recapture","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","","","10.1007/s00265-013-1666-7","","The persistence of behavioral types in situ and the drivers of persistence are central to predicting the ecological effects of intraspecific behavioral variation. We surveyed individual refuge use of mud crabs (Panopeus herbstii), a behavior related to the strength of a trait-mediated trophic cascade in oyster reefs, in the absence and presence of toadfish (Opsanus tau) predation threat. We then released these crabs into the field and using mark-recapture, measured the repeatability of this behavior in the absence and presence of threat, and how behavioral change was affected by time in the field (a month on average, up to 81 days), crab size, and sex. Because crabs exhibited some evidence of a circatidal rhythm in refuge use, we also tested how tidal height during observation influenced behavioral change. Predation threat increased refuge use, and small crabs used the refuge more than large crabs, particularly under threat. In recaptured crabs, refuge use was more repeatable under threat. Neither time in the field, crab size, crab sex, nor tidal height had any effect on behavioral change. Our results support the non-mutually exclusive hypotheses that (1) prey organisms in the presence, rather than absence, of predation threat should exhibit less behavioral variability because the fear of dying (a severe fitness consequence) should take precedence over less immediately important influences on behavior (e. g., hunger) and that (2) individual behaviors tied to fixed traits (e.g., the body size dependence of refuge use under threat in this study), rather than variable traits, should be more repeatable over time.","2014","2018-12-03 14:27:40","2018-12-03 14:27:40","","519-527","","","68","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/ATWUC922/Toscano et al. - 2014 - effect of predation threat on repeatability of ind.pdf","","Prednisolone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LX4XRFRA","journalArticle","2013","Trnka, Alfred; Pozgayova, Milica; Samas, Peter; Honza, Marcel","repeatability of host female and male aggression towards a brood parasite","ETHOLOGY","","","10.1111/eth.12133","","Current research on behavioural consistency showed that various types of animal behaviour are highly repeatable in the context of mate choice, exploration and parental care, including nest protection. However, the repeatability of aggressive nest defence has not yet been studied in hosts of brood parasites, although host aggression against adult parasites represents a crucial line of antiparasitic defences. Here, we investigated the between-season repeatability of the great reed warbler (Acrocephalus arundinaceus) aggression towards a stuffed dummy of the brood parasitic common cuckoo (Cuculus canorus). We found that under the relatively stable risk of brood parasitism across breeding seasons, female responses to the cuckoo were highly repeatable, whereas male responses were variable. We suggest that the potential explanation for the observed patterns of female and male behaviours may lie in female's prominent roles in offspring care and nest protection, and in her lower renesting potential in comparison with that of males. However, further studies on the relationship between host aggression and other types of behaviours (host personality) and their fitness consequences under the fluctuating parasitism pressures are required to clarify the adaptive significance of aggressive behaviour observed in hosts of brood parasites.","2013","2018-12-03 14:27:40","2018-12-03 14:27:40","","907-917","","","119","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/AJHIT66R/Trnka et al. - 2013 - repeatability of host female and male aggression t.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P6KCJNAQ","journalArticle","2018","Trnka, Alfred; Samas, Peter; Grim, Tomas","stability of a behavioural syndrome vs. plasticity in individual behaviours over the breeding cycle: ultimate and proximate explanations","BEHAVIOURAL PROCESSES","","","10.1016/j.beproc.2018.06.003","","Animals often show correlated suites of consistent behavioural traits, i.e., personality or behavioural syndromes. Does this conflict with potential phenotypic plasticity which should be adaptive for animals facing various contexts and situations? This fundamental question has been tested predominantly in studies which were done in non-breeding contexts and under laboratory conditions. Therefore, in the present study we examined the temporal stability of behavioural correlations in a breeding context and under natural conditions. We found that in the great reed warbler (Acrocephalus arundinaceus) females, the intensity of their nest defence formed a behavioural syndrome with two other traits: their aggression during handling (self-defence) and stress responses during handling (breath rate). This syndrome was stable across the nesting cycle: each of the three behavioural traits was highly statistically repeatable between egg and nestling stages and the traits were strongly correlated with each other during both the egg stage and the nestling stage. Despite this consistency (i.e., rank order between stages) the individual behaviours changed their absolute values significantly during the same period. This shows that stable behavioural syndromes might be based on behaviours that are themselves unstable. Thus, syndromes do not inevitably constrain phenotypic plasticity. We suggest that the observed behavioural syndrome is the product of interactions between behavioural and life history trade-offs and that crucial proximate mechanisms for the plasticity and correlations between individual behaviours are hormonally-regulated.","2018","2018-12-03 14:27:41","2018-12-03 14:27:41","","100-106","","","153","","","","","","","","","","","","","","","","","","","","","Animals; Phenotype; Animal Shells; Breeding; Ovum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTH37X5Q","journalArticle","2011","Trubl, Patricia; Blackmore, Valerie; Johnson, J. Chadwick","wasteful killing in urban black widows: gluttony in response to food abundance","ETHOLOGY","","","10.1111/j.1439-0310.2010.01870.x","","Current work in behavioral ecology contrasts traditional hypotheses of context-specific adaptation with the suggestion that behaviors are often coupled such that animals exhibit context-general behavioral syndromes. Wasteful killing, the partial consumption and/or abandonment of prey, is a perplexing phenomenon because the costs of this behavior seem high (e.g. energetic loss, risk of injury). Wasteful killing may be the product of a context-specific, adaptive foraging strategy restricted spatially and/or temporally to conditions of prey abundance. Alternatively, wasteful killing may represent a context-general syndrome of high aggression that results in the capture of prey that are not consumed. We investigated the conditions in which a web-building spider the North American black widow (Latrodectus hesperus) participates in wasteful killing. We employed a powerful repeated-measures design that reduces error variance by controlling for individual differences. Across the adult life cycle of female spiders collected from urban habitats throughout Phoenix, AZ, we repeatedly measured each spider's foraging voracity and wastefulness after varied periods of food restriction (2, 7, and 14 d). While food restriction decreased body condition, condition alone was a poor predictor of voracity and wasteful killing. Our results indicate that previous food restriction i) shortens latency to attack, ii) heightens the number of prey killed per trial, and iii) reduces wastefulness. Latency to attack and wasteful killing were neither repeatable within individuals nor correlated with each other and therefore appear unlikely to be components of a behavioral syndrome. We discuss other possible benefits for wasteful killing in the contexts of predation risk and mate attraction.","2011","2018-12-03 14:27:41","2018-12-03 14:27:41","","236-245","","","117","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/CHEBWQQP/Trubl et al. - 2011 - wasteful killing in urban black widows gluttony i.pdf","","Food; African Continental Ancestry Group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TH2BAQQM","journalArticle","2011","Turner, S. P.; Navajas, E. A.; Hyslop, J. J.; Ross, D. W.; Richardson, R. I.; Prieto, N.; Bell, M.; Jack, M. C.; Roehe, R.","associations between response to handling and growth and meat quality in frequently handled bos taurus beef cattle","JOURNAL OF ANIMAL SCIENCE","","","10.2527/jas.2010-3790","","Fearful behavioral responses to handling (temperament) are undesirably associated with ADG and meat quality in infrequently handled Bos indicus cattle. It has never been assessed whether these relationships exist in calmer Bos taurus breeds in systems where handling is more frequent. Such systems predominate in some countries where beef production is a major agricultural activity. During fattening, 144 crossbred cattle from Limousin and Aberdeen Angus sires were assessed for temperament using 4 approaches: response to movement along a race (race score; 4 occasions), restraint in a crush (crush score; 4 occasions), flight speed from the crush (flight speed; 4 occasions), and isolation in a pen with a human (isolation score; 1 occasion in yr 1, 2 occasions in yr 2). Measurements of ADG were made between birth and slaughter and between 16 and 18 mo of age during fattening. Fattening occurred indoors on a complete mixed diet fed for ad libitum intake. Meat quality was measured by pH, color, and Volodkevitch shear force and by a sensory panel. The repeatability of temperament traits was 0.17 (race score), 0.35 (crush score), 0.51 (flight speed), and 0.36 (isolation score). The proportion of the total variance of temperament traits attributable to the sire and the social group was low (0.003 to 0.402). However, the sire did affect behavior in all tests apart from the crush score (ranging from P = 0.02 to P < 0.001). Correlations between behavior in the different tests (ranging from r = 0.21 to 0.54, and P = 0.02 to P < 0.001) apart from between-flight speed and isolation score indicate that fearful behavior was consistently shown across assessment methods. A calm response in the crush score test was associated with a greater ADG during fattening (P = 0.05), whereas a calm response during the isolation test was associated with a greater ADG in cold carcass weight (P = 0.02). Animals with a calm isolation score had less tender meat as judged by the sensory panel (P = 0.03), but no other effects were apparent between temperament and meat quality measures, although several tendencies (0.06 <= P <= 0.10) were found. Temperament did not appear to relate to meat quality in this study of frequently handled Bos taurus genotypes, which is in contrast to other studies using different beef production systems. Genetic correlations between temperament and meat quality under these conditions could, although not measured in this study, still exist in the absence of phenotypic correlations.","2011","2018-12-03 14:27:41","2018-12-03 14:27:41","","4239-4248","","","89","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/5WXIXDCT/Turner et al. - 2011 - associations between response to handling and grow.pdf","","Humans; Cattle; Temperament; Humanism; Humanities; Penicillin G; Meat; Continental Population Groups","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THVJK6B7","journalArticle","2012","Twiss, Sean D.; Cairns, Charlotte; Culloch, Ross M.; Richards, Shane A.; Pomeroy, Patrick P.","variation in female grey seal (halichoerus grypus) reproductive performance correlates to proactive-reactive behavioural types","PLOS ONE","","","10.1371/journal.pone.0049598","","Consistent individual differences (CIDs) in behaviour, indicative of behavioural types or personalities, have been shown in taxa ranging from Cnidaria to Mammalia. However, despite numerous theoretical explanations there remains limited empirical evidence for selective mechanisms that maintain such variation within natural populations. We examined behavioural types and fitness proxies in wild female grey seals at the North Rona breeding colony. Experiments in 2009 and 2010 employed a remotely-controlled vehicle to deliver a novel auditory stimulus to females to elicit changes in pup-checking behaviour. Mothers tested twice during lactation exhibited highly repeatable individual pup-checking rates within and across breeding seasons. Observations of undisturbed mothers (i.e. experiencing no disturbance from conspecifics or experimental test) also revealed CIDs in pup-checking behaviour. However, there was no correlation between an individuals' pup-checking rate during undisturbed observations with the rate in response to the auditory test, indicating plasticity across situations. The extent to which individuals changed rates of pup-checking from undisturbed to disturbed conditions revealed a continuum of behavioural types from proactive females, who maintained a similar rate throughout, to reactive females, who increased pup-checking markedly in response to the test. Variation in maternal expenditure (daily mass loss rate) was greater among more reactive mothers than proactive mothers. Consequently pups of more reactive mothers had more varied growth rates centred around the long-term population mean. These patterns could not be accounted for by other measured covariates as behavioural type was unrelated to a mother's prior experience, degree of inter-annual site fidelity, physical characteristics of their pupping habitat, pup sex or pup activity. These findings are consistent with the hypothesis that variation in behavioural types is maintained by spatial and temporal environmental variation combined with limits to phenotype-environment matching.","2012","2018-12-03 14:27:41","2018-12-03 14:27:41","","NA","","","7","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/TA8YJVCF/Twiss et al. - 2012 - variation in female grey seal (halichoerus grypus).pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCA5QPWH","journalArticle","2018",", V; en Broecke, Bram; Borremans, Benny; Marien, Joachim; Makundi, Rhodes H.; Massawe, Apia W.; Leirs, Herwig; Hughes, Nelika K.","does exploratory behavior or activity in a wild mouse explain susceptibility to virus infection?","CURRENT ZOOLOGY","","","10.1093/cz/zox053","","Exploration and activity are often described as trade-offs between the fitness benefits of gathering information and resources, and the potential costs of increasing exposure to predators and parasites. More exploratory individuals are predicted to have higher rates of parasitism, but this relationship has rarely been examined for virus infections in wild populations. Here, we used the multimammate mouse Mastomys natalensis to investigate the relationship between exploration, activity, and infection with Morogoro virus (MORV). We characterized individual exploratory behavior (open field and novel object tests) and activity (trap diversity), and quantified the relationship between these traits and infection status using linear regression. We found that M. natalensis expresses consistent individual differences, or personality types, in exploratory behavior (repeatability of 0.30, 95% CI: 0.21-0.36). In addition, we found a significant contrasting effect of age on exploration and activity where juveniles display higher exploration levels than adults, but lower fieldactivity. There was however no statistical evidence for a behavioral syndrome between these 2 traits. Contrary to our expectations, we found no correlation between MORV infection status and exploratory behavior or activity, which suggests that these behaviors may not increase exposure probability to MORV infection. This would further imply that variation in viral infection between individuals is not affected by between-individual variation in exploration and activity.","2018","2018-12-03 14:27:42","2018-12-03 14:27:42","","585-592","","","64","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/6R2KTLUL/ et al. - 2018 - does exploratory behavior or activity in a wild mo.pdf","","Mice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VMEG45VE","journalArticle","2016","Vardanis, Yannis; Nilsson, Jan-Ake; Klaassen, Raymond H. G.; , Str; berg, Roine; Alerstam, Thomas","consistency in long-distance bird migration: contrasting patterns in time and space for two raptors","ANIMAL BEHAVIOUR","","","10.1016/j.anbehav.2015.12.014","","As the evolutionary responses to environmental change depend on selection acting on individual differences, disentangling within- and between-individual variation becomes imperative. In animal migration research, multiyear tracks are thus needed to estimate the individual consistency of phenotypic traits. Avian telemetry studies have recently provided the first evidence of individuality across space and time in animal migration. Here, we compare repeatability patterns of routes and timing between two migratory birds, the marsh harrier, Circus aeruginosus, and the osprey, Pandion haliaetus, as recorded by satellite tracking. We found interspecific contrasts with low repeatability in timing and duration and a high repeatability in routes for ospreys, but the reverse pattern for marsh harriers. This was mainly caused by (1) larger between-individual variation in routes for ospreys (broad-front migration) than for marsh harriers (corridor migration) and a higher degree of repeated use of the same stopover sites among ospreys, and (2) higher within-individual consistency of timing and duration among marsh harriers, while individual ospreys were more flexible. Our findings suggest that individuality in space and time is not a shared trait complex among migrants, but may show adaptive variation depending on the species' life history and ecology. (C) 2015 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","2016","2018-12-03 14:27:42","2018-12-03 14:27:42","","177-187","","","113","","","","","","","","","","","","","","","","","","","","","Animals; Animal Shells","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PYJNW5SY","journalArticle","2013","Vetters, M. D. D.; Engle, T. E.; Ahola, J. K.; , Gr; in, T.","comparison of flight speed and exit score as measurements of temperament in beef cattle","JOURNAL OF ANIMAL SCIENCE","","","10.2527/jas.2012-5122","","Observations were collected for the purpose of comparing exit velocity measurements in the form of exit score (ES; walk, trot, canter, or run) and flight speed (FS) as assessments of cattle temperament. Squeeze chute exit velocity was obtained for 1,181 crossbred yearling steers using ES and FS temperament systems. Flight speed used infrared sensors to determine the time taken for an animal to traverse a fixed distance of 1.83 m after exiting the squeeze chute. Exit score (1 = walk, 2 = trot, 3 = canter, and 4 = run) was assigned by 2 different observers when each steer crossed a fixed point between the infrared sensors. All animals were scored with each system (ES and FS) simultaneously on exiting the squeeze chute on d -21 and d -1 of the experiment. Of the 1,181 cattle, 357 were moved to a nearby research feedyard for use in a 140 d feedlot trial. These cattle were scored using both measurement systems and BW was recorded at 35 d intervals throughout the trial. Exit score was assessed for observer reliability, ES and FS were compared for measurement repeat-ability, and both were assessed on ability to predict ADG. Exit score between observers on a single day showed considerable agreement (weighted Kappa = 0.66), indicating the system was reliable between different observers. However, the agreement for a single observer between day was only moderate (weighted Kappa = 0.40), indicating a day effect for ES. In addition, although mean velocities for day were not different (P > 0.18; FS = 2.98 +/- .87 and 3.02 +/- 0.87 m/s for day, respectively), the persistence of FS for each animal was low (Spearman rank correlation coefficient = 0.25). The frequency that an animal would be placed into the same third of FS or receive the same ES on consecutive weigh days was 50% and 60.0%, respectively, and both were moderate predictors of ADG (R-2 = 0.14 and R-2 = 0.17). These data indicate that ES and FS are reliable instruments for assessment of temperament on a given day, and show moderate repeatability across days. Exit score and FS show similar ability to predict ADG and can be used interchangeably as measures of temperament.","2013","2018-12-03 14:27:42","2018-12-03 14:27:42","","374-381","","","91","","","","","","","","","","","","","","","","","","","","","Animals; Animal Shells; Cattle; Temperament","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77AZ47X5","journalArticle","2017","Villegas-Rios, David; Reale, Denis; Freitas, Carla; , Mol; , Even; Olsen, Esben Mol","individual level consistency and correlations of fish spatial behaviour assessed from aquatic animal telemetry","ANIMAL BEHAVIOUR","","","10.1016/j.anbehav.2016.12.002","","The potential for populations to undergo adaptive evolution depends on individual variation in traits under selection and how multiple traits are correlated. While fitness relates to the performance of animals in the wild, most of the research on evolutionary potential of behavioural traits has used captive or mesocosm settings, especially with aquatic organisms. We investigated the individual level consistency (personalities) and correlations (behavioural syndromes) of fitness-related behavioural traits displayed by a harvested marine fish in the natural environment, and the potential of such individual level behaviour to constrain adaptive evolution. For this, we acoustically tracked 303 individuals of Atlantic cod, Gadus morhua, over a period of 3 years from two populations in southern Norway. We then estimated repeatability and correlations between four behavioural traits: diel vertical migration, activity, home range and dispersal. Average autonomy was estimated as a measure of the potential of the observed behavioural syndromes to constrain evolution. We found a moderate to high individual consistency in all behavioural traits (mean repeatability 0.41, range 0.22-0.66) suggesting that they reflect fish personalities. Also, behavioural traits were structured into behavioural syndromes, where one population displayed a more integrated behavioural syndrome (all the four traits correlated) than the other (only home range and dispersal correlated). In both populations, the magnitude of these behavioural syndromes could potentially constrain evolution, as revealed by average autonomy values significantly below 1. Our study provides strong empirical support to the idea that natural and human-induced selection on behavioural traits can indeed drive adaptive evolution, and, further, that such evolutionary responses may be constrained by the correlational structure among multiple traits. (C) 2016 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","2017","2018-12-03 14:27:42","2018-12-03 14:27:42","","83-94","","","124","","","","","","","","","","","","","","","","","","","","","Animals; Humans; Animal Shells; Telemetry; Humanism; Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZDWYY3T","journalArticle","2015","Wang, Mu-Yun; Brennan, Caroline H.; Lachlan, Robert F.; Chittka, Lars","speed-accuracy trade-offs and individually consistent decision making by individuals and dyads of zebrafish in a colour discrimination task","ANIMAL BEHAVIOUR","","","10.1016/j.anbehav.2015.01.022","","Speedeaccuracy trade-offs are well studied in human decision making, but we are only beginning to understand how such trade-offs affect other animals. Similarly, it is poorly understood how consistent individual differences in decision making are influenced by their social context. Here we investigated whether zebrafish, Danio rerio, show individual consistency ('personality') in speedeaccuracy trade-offs based on a colour discrimination task, and how pairs of fish with distinct personalities make consensus choices. The results showed that zebrafish exhibit between-individual speedeaccuracy trade-offs: some fish made `careful', slow but accurate decisions, while others made swift but less accurate choices. We also found that these decision-making strategies were constant over time: fish retained the same strategy for 3 days. When testing pairs of careful and fast-and-inaccurate individuals, the combined choice strategy was intermediate in speed, but statistically indistinguishable from the careful individual, whereas accuracy of the dyad decision was moderately higher than that of each individual when tested singly, although this was again not significantly different from the more careful individual. For the first time, our study thus demonstrates that two individuals influence one another's speedeaccuracy tradeoff in decision making. (C) 2015 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","2015","2018-12-03 14:27:43","2018-12-03 14:27:43","","277-283","","","103","","","","","","","","","","","","","","","","","","","","","Animals; Humans; Animal Shells; Zebrafish; Discrimination (Psychology); Humanism; Humanities; Decision Making","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
